product_code,plant_code,segment_code,customer_code,product_name,cost_band,unit_price,unit_cost,unit_profit,margin_rate,sales_volume,segment_name,market_size,market_size_after_1y,cagr,current_share,strategy_type,total_profit,total_qty_per_pps,segment_total_qty,plant_total_qty,total_sales_qty,plant_capacity,total_sales_target
P010,A,industrial,Customer_G,Product_010,low,56275.73,48567.34,7708.39,0.137,1456,Industrial,1008000,997920,-0.01,0.2,withdrawal,11223415.84,4368,118385,256536,482259,300000,504000
P010,A,industrial,Customer_J,Product_010,low,52698.38,46636.43,6061.95,0.115,1456,Industrial,1008000,997920,-0.01,0.2,withdrawal,8826199.2,4368,118385,256536,482259,300000,504000
P010,A,industrial,Customer_E,Product_010,low,51557.33,46524.59,5032.74,0.098,1456,Industrial,1008000,997920,-0.01,0.2,withdrawal,7327669.4399999995,4368,118385,256536,482259,300000,504000
P010,A,electronics,Customer_F,Product_010,low,71117.36,47961.87,23155.49,0.326,1696,Electronics,630000,648900,0.03,0.2,maintain,39271711.04,3392,121435,256536,482259,300000,504000
P010,A,electronics,Customer_G,Product_010,low,70208.0,48973.57,21234.43,0.302,1696,Electronics,630000,648900,0.03,0.2,maintain,36013593.28,3392,121435,256536,482259,300000,504000
P010,A,oil_gas,Customer_H,Product_010,low,79642.05,47523.28,32118.77,0.403,627,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,20138468.79,1881,122541,256536,482259,300000,504000
P010,A,oil_gas,Customer_I,Product_010,low,81045.77,46489.87,34555.9,0.426,627,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,21666549.3,1881,122541,256536,482259,300000,504000
P010,A,oil_gas,Customer_C,Product_010,low,81144.51,46641.41,34503.1,0.425,627,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,21633443.7,1881,122541,256536,482259,300000,504000
P010,A,others,Customer_D,Product_010,low,51523.07,49069.59,2453.48,0.048,4723,Others,126000,123480,-0.02,0.2,reduction,11587786.040000001,4723,119898,256536,482259,300000,504000
P010,B,industrial,Customer_E,Product_010,low,70495.34,52805.31,17690.03,0.251,4062,Industrial,1008000,997920,-0.01,0.2,withdrawal,71856901.86,4062,118385,225723,482259,204000,504000
P010,B,electronics,Customer_I,Product_010,low,82345.15,53016.81,29328.34,0.356,3863,Electronics,630000,648900,0.03,0.2,maintain,113295377.42,3863,121435,225723,482259,204000,504000
P010,B,oil_gas,Customer_H,Product_010,low,90598.27,56050.26,34548.01,0.381,1034,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,35722642.34,3102,122541,225723,482259,204000,504000
P010,B,oil_gas,Customer_C,Product_010,low,76253.96,53026.7,23227.26,0.305,1034,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,24016986.84,3102,122541,225723,482259,204000,504000
P010,B,oil_gas,Customer_I,Product_010,low,77071.93,52711.25,24360.68,0.316,1034,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,25188943.12,3102,122541,225723,482259,204000,504000
P010,B,others,Customer_D,Product_010,low,58862.64,52785.17,6077.47,0.103,793,Others,126000,123480,-0.02,0.2,reduction,4819433.71,1586,119898,225723,482259,204000,504000
P010,B,others,Customer_H,Product_010,low,54738.76,52132.15,2606.61,0.048,793,Others,126000,123480,-0.02,0.2,reduction,2067041.7300000002,1586,119898,225723,482259,204000,504000
P011,A,industrial,Customer_J,Product_011,high,84084.78,76268.95,7815.83,0.093,1103,Industrial,1008000,997920,-0.01,0.2,withdrawal,8620860.49,1103,118385,256536,482259,300000,504000
P011,A,electronics,Customer_F,Product_011,high,114946.7,78952.26,35994.44,0.313,3557,Electronics,630000,648900,0.03,0.2,maintain,128032223.08000001,3557,121435,256536,482259,300000,504000
P011,A,oil_gas,Customer_H,Product_011,high,132151.45,74752.16,57399.29,0.434,1980,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,113650594.2,3960,122541,256536,482259,300000,504000
P011,A,oil_gas,Customer_J,Product_011,high,131114.69,78409.43,52705.26,0.402,1980,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,104356414.8,3960,122541,256536,482259,300000,504000
P011,A,others,Customer_H,Product_011,high,80858.9,76520.12,4338.78,0.054,3869,Others,126000,123480,-0.02,0.2,reduction,16786739.82,3869,119898,256536,482259,300000,504000
P011,B,industrial,Customer_E,Product_011,high,101231.82,85830.03,15401.79,0.152,580,Industrial,1008000,997920,-0.01,0.2,withdrawal,8933038.200000001,1160,118385,225723,482259,204000,504000
P011,B,industrial,Customer_A,Product_011,high,101569.14,86496.48,15072.66,0.148,580,Industrial,1008000,997920,-0.01,0.2,withdrawal,8742142.8,1160,118385,225723,482259,204000,504000
P011,B,electronics,Customer_G,Product_011,high,118855.75,79722.76,39132.99,0.329,1815,Electronics,630000,648900,0.03,0.2,maintain,71026376.85,1815,121435,225723,482259,204000,504000
P011,B,oil_gas,Customer_J,Product_011,high,145430.65,89475.77,55954.88,0.385,719,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,40231558.72,2157,122541,225723,482259,204000,504000
P011,B,oil_gas,Customer_I,Product_011,high,133682.27,87535.23,46147.04,0.345,719,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,33179721.76,2157,122541,225723,482259,204000,504000
P011,B,oil_gas,Customer_C,Product_011,high,143977.54,88222.8,55754.74,0.387,719,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,40087658.059999995,2157,122541,225723,482259,204000,504000
P011,B,others,Customer_H,Product_011,high,88788.25,81957.18,6831.07,0.077,3735,Others,126000,123480,-0.02,0.2,reduction,25514046.45,3735,119898,225723,482259,204000,504000
P012,A,industrial,Customer_G,Product_012,high,85565.87,75420.27,10145.6,0.119,1482,Industrial,1008000,997920,-0.01,0.2,withdrawal,15035779.200000001,4446,118385,256536,482259,300000,504000
P012,A,industrial,Customer_E,Product_012,high,92613.7,73095.48,19518.22,0.211,1482,Industrial,1008000,997920,-0.01,0.2,withdrawal,28926002.040000003,4446,118385,256536,482259,300000,504000
P012,A,industrial,Customer_J,Product_012,high,83483.38,75419.33,8064.05,0.097,1482,Industrial,1008000,997920,-0.01,0.2,withdrawal,11950922.1,4446,118385,256536,482259,300000,504000
P012,A,electronics,Customer_B,Product_012,high,116992.52,78365.46,38627.06,0.33,1638,Electronics,630000,648900,0.03,0.2,maintain,63271124.279999994,3276,121435,256536,482259,300000,504000
P012,A,electronics,Customer_I,Product_012,high,100972.63,77046.72,23925.91,0.237,1638,Electronics,630000,648900,0.03,0.2,maintain,39190640.58,3276,121435,256536,482259,300000,504000
P012,A,oil_gas,Customer_H,Product_012,high,119420.28,77662.13,41758.15,0.35,4354,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,181814985.1,4354,122541,256536,482259,300000,504000
P012,A,others,Customer_D,Product_012,high,86304.24,78752.73,7551.51,0.087,2340,Others,126000,123480,-0.02,0.2,reduction,17670533.400000002,4680,119898,256536,482259,300000,504000
P012,A,others,Customer_H,Product_012,high,83304.88,79337.98,3966.9,0.048,2340,Others,126000,123480,-0.02,0.2,reduction,9282546.0,4680,119898,256536,482259,300000,504000
P012,B,industrial,Customer_A,Product_012,high,101859.34,80936.16,20923.18,0.205,726,Industrial,1008000,997920,-0.01,0.2,withdrawal,15190228.68,1452,118385,225723,482259,204000,504000
P012,B,industrial,Customer_G,Product_012,high,105316.87,84787.99,20528.88,0.195,726,Industrial,1008000,997920,-0.01,0.2,withdrawal,14903966.88,1452,118385,225723,482259,204000,504000
P012,B,electronics,Customer_B,Product_012,high,129720.03,86354.97,43365.06,0.334,4587,Electronics,630000,648900,0.03,0.2,maintain,198915530.22,4587,121435,225723,482259,204000,504000
P012,B,oil_gas,Customer_I,Product_012,high,139293.07,78062.92,61230.15,0.44,508,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,31104916.2,1016,122541,225723,482259,204000,504000
P012,B,oil_gas,Customer_H,Product_012,high,120177.81,82588.36,37589.45,0.313,508,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,19095440.599999998,1016,122541,225723,482259,204000,504000
P012,B,others,Customer_H,Product_012,high,91540.51,87181.44,4359.07,0.048,1034,Others,126000,123480,-0.02,0.2,reduction,4507278.38,2068,119898,225723,482259,204000,504000
P012,B,others,Customer_D,Product_012,high,91155.57,86814.83,4340.74,0.048,1034,Others,126000,123480,-0.02,0.2,reduction,4488325.16,2068,119898,225723,482259,204000,504000
P013,A,industrial,Customer_E,Product_013,high,83953.04,78989.08,4963.96,0.059,923,Industrial,1008000,997920,-0.01,0.2,withdrawal,4581735.08,2769,118385,256536,482259,300000,504000
P013,A,industrial,Customer_A,Product_013,high,84732.21,76689.65,8042.56,0.095,923,Industrial,1008000,997920,-0.01,0.2,withdrawal,7423282.880000001,2769,118385,256536,482259,300000,504000
P013,A,industrial,Customer_J,Product_013,high,97670.55,77688.96,19981.59,0.205,923,Industrial,1008000,997920,-0.01,0.2,withdrawal,18443007.57,2769,118385,256536,482259,300000,504000
P013,A,electronics,Customer_G,Product_013,high,98381.22,75481.52,22899.7,0.233,1301,Electronics,630000,648900,0.03,0.2,maintain,29792509.7,1301,121435,256536,482259,300000,504000
P013,A,oil_gas,Customer_I,Product_013,high,123045.28,78396.89,44648.39,0.363,996,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,44469796.44,1992,122541,256536,482259,300000,504000
P013,A,oil_gas,Customer_J,Product_013,high,118348.29,81207.89,37140.4,0.314,996,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,36991838.4,1992,122541,256536,482259,300000,504000
P013,A,others,Customer_D,Product_013,high,78366.53,72742.16,5624.37,0.072,3975,Others,126000,123480,-0.02,0.2,reduction,22356870.75,3975,119898,256536,482259,300000,504000
P013,B,industrial,Customer_E,Product_013,high,103436.89,85869.71,17567.18,0.17,564,Industrial,1008000,997920,-0.01,0.2,withdrawal,9907889.52,1128,118385,225723,482259,204000,504000
P013,B,industrial,Customer_J,Product_013,high,92853.37,84717.22,8136.15,0.088,564,Industrial,1008000,997920,-0.01,0.2,withdrawal,4588788.6,1128,118385,225723,482259,204000,504000
P013,B,electronics,Customer_G,Product_013,high,126163.66,80728.56,45435.1,0.36,3613,Electronics,630000,648900,0.03,0.2,maintain,164157016.29999998,3613,121435,225723,482259,204000,504000
P013,B,oil_gas,Customer_C,Product_013,high,131183.52,85993.01,45190.51,0.344,1621,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,73253816.71000001,4863,122541,225723,482259,204000,504000
P013,B,oil_gas,Customer_H,Product_013,high,128140.9,84669.58,43471.32,0.339,1621,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,70467009.72,4863,122541,225723,482259,204000,504000
P013,B,oil_gas,Customer_J,Product_013,high,138103.83,81050.35,57053.48,0.413,1621,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,92483691.08,4863,122541,225723,482259,204000,504000
P013,B,others,Customer_H,Product_013,high,95562.33,85794.71,9767.62,0.102,1343,Others,126000,123480,-0.02,0.2,reduction,13117913.66,2686,119898,225723,482259,204000,504000
P013,B,others,Customer_D,Product_013,high,91865.62,82797.99,9067.63,0.099,1343,Others,126000,123480,-0.02,0.2,reduction,12177827.09,2686,119898,225723,482259,204000,504000
P014,A,industrial,Customer_A,Product_014,high,91895.89,72443.82,19452.07,0.212,2409,Industrial,1008000,997920,-0.01,0.2,withdrawal,46860036.63,2409,118385,256536,482259,300000,504000
P014,A,electronics,Customer_G,Product_014,high,107753.71,73021.18,34732.53,0.322,4464,Electronics,630000,648900,0.03,0.2,maintain,155046013.92,4464,121435,256536,482259,300000,504000
P014,A,oil_gas,Customer_J,Product_014,high,113867.36,76723.1,37144.26,0.326,1250,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,46430325.0,2500,122541,256536,482259,300000,504000
P014,A,oil_gas,Customer_I,Product_014,high,114153.68,78068.12,36085.56,0.316,1250,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,45106950.0,2500,122541,256536,482259,300000,504000
P014,A,others,Customer_H,Product_014,high,83060.51,76849.97,6210.54,0.075,1420,Others,126000,123480,-0.02,0.2,reduction,8818966.8,2840,119898,256536,482259,300000,504000
P014,A,others,Customer_D,Product_014,high,82628.27,75721.73,6906.54,0.084,1420,Others,126000,123480,-0.02,0.2,reduction,9807286.8,2840,119898,256536,482259,300000,504000
P014,B,industrial,Customer_J,Product_014,high,100470.58,87102.74,13367.84,0.133,843,Industrial,1008000,997920,-0.01,0.2,withdrawal,11269089.120000001,2529,118385,225723,482259,204000,504000
P014,B,industrial,Customer_G,Product_014,high,104761.55,84614.63,20146.92,0.192,843,Industrial,1008000,997920,-0.01,0.2,withdrawal,16983853.56,2529,118385,225723,482259,204000,504000
P014,B,industrial,Customer_A,Product_014,high,113350.61,86758.12,26592.49,0.235,843,Industrial,1008000,997920,-0.01,0.2,withdrawal,22417469.07,2529,118385,225723,482259,204000,504000
P014,B,electronics,Customer_G,Product_014,high,118605.93,81406.77,37199.16,0.314,1019,Electronics,630000,648900,0.03,0.2,maintain,37905944.04000001,1019,121435,225723,482259,204000,504000
P014,B,oil_gas,Customer_C,Product_014,high,140741.19,80989.72,59751.47,0.425,700,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,41826029.0,1400,122541,225723,482259,204000,504000
P014,B,oil_gas,Customer_J,Product_014,high,141708.02,80955.67,60752.35,0.429,700,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,42526645.0,1400,122541,225723,482259,204000,504000
P014,B,others,Customer_D,Product_014,high,96481.0,85800.23,10680.77,0.111,2166,Others,126000,123480,-0.02,0.2,reduction,23134547.82,2166,119898,225723,482259,204000,504000
P015,A,industrial,Customer_A,Product_015,high,82967.03,79016.22,3950.81,0.048,1887,Industrial,1008000,997920,-0.01,0.2,withdrawal,7455178.47,3774,118385,256536,482259,300000,504000
P015,A,industrial,Customer_J,Product_015,high,88813.64,77114.02,11699.62,0.132,1887,Industrial,1008000,997920,-0.01,0.2,withdrawal,22077182.94,3774,118385,256536,482259,300000,504000
P015,A,electronics,Customer_I,Product_015,high,109862.88,75095.02,34767.86,0.316,2384,Electronics,630000,648900,0.03,0.2,maintain,82886578.24,4768,121435,256536,482259,300000,504000
P015,A,electronics,Customer_J,Product_015,high,114149.42,74381.42,39768.0,0.348,2384,Electronics,630000,648900,0.03,0.2,maintain,94806912.0,4768,121435,256536,482259,300000,504000
P015,A,oil_gas,Customer_C,Product_015,high,117219.69,74231.76,42987.93,0.367,1680,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,72219722.4,3360,122541,256536,482259,300000,504000
P015,A,oil_gas,Customer_H,Product_015,high,108025.52,77037.32,30988.2,0.287,1680,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,52060176.0,3360,122541,256536,482259,300000,504000
P015,A,others,Customer_D,Product_015,high,82163.66,74959.8,7203.86,0.088,840,Others,126000,123480,-0.02,0.2,reduction,6051242.399999999,1680,119898,256536,482259,300000,504000
P015,A,others,Customer_H,Product_015,high,81791.31,77896.49,3894.82,0.048,840,Others,126000,123480,-0.02,0.2,reduction,3271648.8000000003,1680,119898,256536,482259,300000,504000
P015,B,industrial,Customer_A,Product_015,high,92646.06,81887.27,10758.79,0.116,3491,Industrial,1008000,997920,-0.01,0.2,withdrawal,37558935.89,3491,118385,225723,482259,204000,504000
P015,B,electronics,Customer_B,Product_015,high,117287.04,84635.09,32651.95,0.278,1298,Electronics,630000,648900,0.03,0.2,maintain,42382231.1,2596,121435,225723,482259,204000,504000
P015,B,electronics,Customer_G,Product_015,high,129758.82,83921.33,45837.49,0.353,1298,Electronics,630000,648900,0.03,0.2,maintain,59497062.019999996,2596,121435,225723,482259,204000,504000
P015,B,oil_gas,Customer_C,Product_015,high,121622.58,85463.62,36158.96,0.297,1110,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,40136445.6,2220,122541,225723,482259,204000,504000
P015,B,oil_gas,Customer_H,Product_015,high,138500.24,81812.4,56687.84,0.409,1110,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,62923502.4,2220,122541,225723,482259,204000,504000
P015,B,others,Customer_D,Product_015,high,97800.54,83194.96,14605.58,0.149,4421,Others,126000,123480,-0.02,0.2,reduction,64571269.18,4421,119898,225723,482259,204000,504000
P016,A,industrial,Customer_J,Product_016,high,96027.27,72742.45,23284.82,0.242,1630,Industrial,1008000,997920,-0.01,0.2,withdrawal,37954256.6,4890,118385,256536,482259,300000,504000
P016,A,industrial,Customer_E,Product_016,high,97129.19,78683.73,18445.46,0.19,1630,Industrial,1008000,997920,-0.01,0.2,withdrawal,30066099.799999997,4890,118385,256536,482259,300000,504000
P016,A,industrial,Customer_A,Product_016,high,96558.85,78467.33,18091.52,0.187,1630,Industrial,1008000,997920,-0.01,0.2,withdrawal,29489177.6,4890,118385,256536,482259,300000,504000
P016,A,electronics,Customer_F,Product_016,high,116240.87,74496.75,41744.12,0.359,710,Electronics,630000,648900,0.03,0.2,maintain,29638325.200000003,2130,121435,256536,482259,300000,504000
P016,A,electronics,Customer_G,Product_016,high,109346.2,77128.88,32217.32,0.295,710,Electronics,630000,648900,0.03,0.2,maintain,22874297.2,2130,121435,256536,482259,300000,504000
P016,A,electronics,Customer_I,Product_016,high,110102.69,76678.46,33424.23,0.304,710,Electronics,630000,648900,0.03,0.2,maintain,23731203.3,2130,121435,256536,482259,300000,504000
P016,A,oil_gas,Customer_C,Product_016,high,119759.23,73699.19,46060.04,0.385,610,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,28096624.400000002,1830,122541,256536,482259,300000,504000
P016,A,oil_gas,Customer_I,Product_016,high,126635.14,75213.14,51422.0,0.406,610,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,31367420.0,1830,122541,256536,482259,300000,504000
P016,A,oil_gas,Customer_H,Product_016,high,114197.61,78197.19,36000.42,0.315,610,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,21960256.2,1830,122541,256536,482259,300000,504000
P016,A,others,Customer_D,Product_016,high,84007.29,78773.72,5233.57,0.062,2369,Others,126000,123480,-0.02,0.2,reduction,12398327.33,2369,119898,256536,482259,300000,504000
P016,B,industrial,Customer_A,Product_016,high,112711.25,82649.97,30061.28,0.267,1279,Industrial,1008000,997920,-0.01,0.2,withdrawal,38448377.12,3837,118385,225723,482259,204000,504000
P016,B,industrial,Customer_E,Product_016,high,100177.41,78663.95,21513.46,0.215,1279,Industrial,1008000,997920,-0.01,0.2,withdrawal,27515715.34,3837,118385,225723,482259,204000,504000
P016,B,industrial,Customer_J,Product_016,high,109690.19,82587.66,27102.53,0.247,1279,Industrial,1008000,997920,-0.01,0.2,withdrawal,34664135.87,3837,118385,225723,482259,204000,504000
P016,B,electronics,Customer_J,Product_016,high,128503.26,85369.86,43133.4,0.336,1332,Electronics,630000,648900,0.03,0.2,maintain,57453688.800000004,2664,121435,225723,482259,204000,504000
P016,B,electronics,Customer_F,Product_016,high,129143.49,80653.87,48489.62,0.375,1332,Electronics,630000,648900,0.03,0.2,maintain,64588173.84,2664,121435,225723,482259,204000,504000
P016,B,oil_gas,Customer_I,Product_016,high,138009.5,81052.89,56956.61,0.413,1924,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,109584517.64,3848,122541,225723,482259,204000,504000
P016,B,oil_gas,Customer_C,Product_016,high,136584.72,79146.82,57437.9,0.421,1924,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,110510519.60000001,3848,122541,225723,482259,204000,504000
P016,B,others,Customer_H,Product_016,high,85931.17,81839.21,4091.96,0.048,2336,Others,126000,123480,-0.02,0.2,reduction,9558818.56,4672,119898,225723,482259,204000,504000
P016,B,others,Customer_D,Product_016,high,93772.06,79793.75,13978.31,0.149,2336,Others,126000,123480,-0.02,0.2,reduction,32653332.16,4672,119898,225723,482259,204000,504000
P017,A,industrial,Customer_G,Product_017,high,81360.15,77485.86,3874.29,0.048,1448,Industrial,1008000,997920,-0.01,0.2,withdrawal,5609971.92,4344,118385,256536,482259,300000,504000
P017,A,industrial,Customer_E,Product_017,high,91174.9,78389.25,12785.65,0.14,1448,Industrial,1008000,997920,-0.01,0.2,withdrawal,18513621.2,4344,118385,256536,482259,300000,504000
P017,A,industrial,Customer_A,Product_017,high,91778.25,79238.04,12540.21,0.137,1448,Industrial,1008000,997920,-0.01,0.2,withdrawal,18158224.08,4344,118385,256536,482259,300000,504000
P017,A,electronics,Customer_B,Product_017,high,108281.04,75787.08,32493.96,0.3,790,Electronics,630000,648900,0.03,0.2,maintain,25670228.4,1580,121435,256536,482259,300000,504000
P017,A,electronics,Customer_G,Product_017,high,120354.09,73438.96,46915.13,0.39,790,Electronics,630000,648900,0.03,0.2,maintain,37062952.699999996,1580,121435,256536,482259,300000,504000
P017,A,oil_gas,Customer_C,Product_017,high,120618.12,72822.54,47795.58,0.396,4147,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,198208270.26000002,4147,122541,256536,482259,300000,504000
P017,A,others,Customer_H,Product_017,high,87347.27,76798.1,10549.17,0.121,2078,Others,126000,123480,-0.02,0.2,reduction,21921175.26,4156,119898,256536,482259,300000,504000
P017,A,others,Customer_D,Product_017,high,83561.0,79524.85,4036.15,0.048,2078,Others,126000,123480,-0.02,0.2,reduction,8387119.7,4156,119898,256536,482259,300000,504000
P017,B,industrial,Customer_G,Product_017,high,96004.94,78036.99,17967.95,0.187,697,Industrial,1008000,997920,-0.01,0.2,withdrawal,12523661.15,2091,118385,225723,482259,204000,504000
P017,B,industrial,Customer_J,Product_017,high,90153.09,78325.07,11828.02,0.131,697,Industrial,1008000,997920,-0.01,0.2,withdrawal,8244129.94,2091,118385,225723,482259,204000,504000
P017,B,industrial,Customer_A,Product_017,high,105183.17,84901.79,20281.38,0.193,697,Industrial,1008000,997920,-0.01,0.2,withdrawal,14136121.860000001,2091,118385,225723,482259,204000,504000
P017,B,electronics,Customer_I,Product_017,high,112088.65,84720.44,27368.21,0.244,1957,Electronics,630000,648900,0.03,0.2,maintain,53559586.97,1957,121435,225723,482259,204000,504000
P017,B,oil_gas,Customer_J,Product_017,high,123703.6,85943.83,37759.77,0.305,3265,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,123285649.04999998,3265,122541,225723,482259,204000,504000
P017,B,others,Customer_H,Product_017,high,96903.86,82815.15,14088.71,0.145,2635,Others,126000,123480,-0.02,0.2,reduction,37123750.849999994,2635,119898,225723,482259,204000,504000
P018,A,industrial,Customer_G,Product_018,high,83830.2,73872.78,9957.42,0.119,3070,Industrial,1008000,997920,-0.01,0.2,withdrawal,30569279.4,3070,118385,256536,482259,300000,504000
P018,A,electronics,Customer_J,Product_018,high,108949.11,75695.21,33253.9,0.305,2086,Electronics,630000,648900,0.03,0.2,maintain,69367635.4,4172,121435,256536,482259,300000,504000
P018,A,electronics,Customer_B,Product_018,high,111315.23,71902.9,39412.33,0.354,2086,Electronics,630000,648900,0.03,0.2,maintain,82214120.38000001,4172,121435,256536,482259,300000,504000
P018,A,oil_gas,Customer_C,Product_018,high,119495.0,71453.84,48041.16,0.402,1270,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,61012273.2,3810,122541,256536,482259,300000,504000
P018,A,oil_gas,Customer_J,Product_018,high,106698.53,72532.88,34165.65,0.32,1270,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,43390375.5,3810,122541,256536,482259,300000,504000
P018,A,oil_gas,Customer_H,Product_018,high,124269.12,72282.37,51986.75,0.418,1270,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,66023172.5,3810,122541,256536,482259,300000,504000
P018,A,others,Customer_D,Product_018,high,81999.53,78094.79,3904.74,0.048,1008,Others,126000,123480,-0.02,0.2,reduction,3935977.92,2016,119898,256536,482259,300000,504000
P018,A,others,Customer_H,Product_018,high,89892.09,77656.68,12235.41,0.136,1008,Others,126000,123480,-0.02,0.2,reduction,12333293.28,2016,119898,256536,482259,300000,504000
P018,B,industrial,Customer_J,Product_018,high,92528.85,83100.4,9428.45,0.102,1920,Industrial,1008000,997920,-0.01,0.2,withdrawal,18102624.0,3840,118385,225723,482259,204000,504000
P018,B,industrial,Customer_A,Product_018,high,95007.25,83929.08,11078.17,0.117,1920,Industrial,1008000,997920,-0.01,0.2,withdrawal,21270086.4,3840,118385,225723,482259,204000,504000
P018,B,electronics,Customer_B,Product_018,high,116860.8,83569.79,33291.01,0.285,632,Electronics,630000,648900,0.03,0.2,maintain,21039918.32,1896,121435,225723,482259,204000,504000
P018,B,electronics,Customer_F,Product_018,high,112673.56,85996.32,26677.24,0.237,632,Electronics,630000,648900,0.03,0.2,maintain,16860015.68,1896,121435,225723,482259,204000,504000
P018,B,electronics,Customer_J,Product_018,high,125794.65,82492.0,43302.65,0.344,632,Electronics,630000,648900,0.03,0.2,maintain,27367274.8,1896,121435,225723,482259,204000,504000
P018,B,oil_gas,Customer_C,Product_018,high,134056.94,84185.8,49871.14,0.372,1466,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,73111091.24,2932,122541,225723,482259,204000,504000
P018,B,oil_gas,Customer_H,Product_018,high,130758.42,85192.55,45565.87,0.348,1466,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,66799565.42,2932,122541,225723,482259,204000,504000
P018,B,others,Customer_D,Product_018,high,90777.74,86454.99,4322.75,0.048,1956,Others,126000,123480,-0.02,0.2,reduction,8455299.0,1956,119898,225723,482259,204000,504000
P019,A,industrial,Customer_A,Product_019,high,101056.85,76410.56,24646.29,0.244,1635,Industrial,1008000,997920,-0.01,0.2,withdrawal,40296684.15,4905,118385,256536,482259,300000,504000
P019,A,industrial,Customer_J,Product_019,high,99246.68,79857.85,19388.83,0.195,1635,Industrial,1008000,997920,-0.01,0.2,withdrawal,31700737.050000004,4905,118385,256536,482259,300000,504000
P019,A,industrial,Customer_E,Product_019,high,99977.61,79004.8,20972.81,0.21,1635,Industrial,1008000,997920,-0.01,0.2,withdrawal,34290544.35,4905,118385,256536,482259,300000,504000
P019,A,electronics,Customer_J,Product_019,high,103722.78,77503.81,26218.97,0.253,2066,Electronics,630000,648900,0.03,0.2,maintain,54168392.02,2066,121435,256536,482259,300000,504000
P019,A,oil_gas,Customer_H,Product_019,high,108071.21,75752.49,32318.72,0.299,1315,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,42499116.800000004,2630,122541,256536,482259,300000,504000
P019,A,oil_gas,Customer_J,Product_019,high,109448.81,71624.13,37824.68,0.346,1315,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,49739454.2,2630,122541,256536,482259,300000,504000
P019,A,others,Customer_D,Product_019,high,83357.29,78123.68,5233.61,0.063,876,Others,126000,123480,-0.02,0.2,reduction,4584642.359999999,1752,119898,256536,482259,300000,504000
P019,A,others,Customer_H,Product_019,high,85080.43,74664.65,10415.78,0.122,876,Others,126000,123480,-0.02,0.2,reduction,9124223.280000001,1752,119898,256536,482259,300000,504000
P019,B,industrial,Customer_G,Product_019,high,94143.7,88288.13,5855.57,0.062,1775,Industrial,1008000,997920,-0.01,0.2,withdrawal,10393636.75,1775,118385,225723,482259,204000,504000
P019,B,electronics,Customer_J,Product_019,high,130791.77,80275.51,50516.26,0.386,1356,Electronics,630000,648900,0.03,0.2,maintain,68500048.56,4068,121435,225723,482259,204000,504000
P019,B,electronics,Customer_I,Product_019,high,131484.25,84614.72,46869.53,0.356,1356,Electronics,630000,648900,0.03,0.2,maintain,63555082.68,4068,121435,225723,482259,204000,504000
P019,B,electronics,Customer_B,Product_019,high,127265.71,86847.92,40417.79,0.318,1356,Electronics,630000,648900,0.03,0.2,maintain,54806523.24,4068,121435,225723,482259,204000,504000
